EmployeeID,Age,Gender,MaritalStatus,EducationLevel,EducationField,Department,JobRole,JobLevel,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome,PercentSalaryHike,BonusPercent,StockOptionLevel,PerformanceRating,TrainingTimesLastYear,CertificationCount,AbsenceDays,LateMarks,OvertimeHours,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,EmployeeEngagementScore,ManagerRating,TeamSize,ProjectsHandled,AverageMonthlyHours,PerformanceTrend3Months,PerformanceTrend6Months,SalaryGrowthLast3Years,Attrition
127,32,Male,Married,Bachelor,Business,Operations,Executive,5,38,10,4,2,2,136080.0,21,27,0,1,12,19,12,3,77,5.0,4,5,4,72,5.0,18,14,217,0.6875706566417088,-0.5332175125416181,17,0
128,43,Female,Married,Bachelor,Engineering,Finance,Executive,2,6,2,8,2,11,174615.0,10,15,3,2,3,12,0,15,67,4.0,2,1,5,76,5.0,13,3,225,-1.5283999722701829,1.3363954099256796,45,0
129,59,Male,Married,PhD,Finance,Finance,Executive,5,6,6,1,9,12,53172.0,15,3,2,5,14,12,14,9,57,4.0,4,5,5,24,,24,6,271,-0.39147918996303877,-0.9964603403815627,16,0
130,30,Male,Married,Bachelor,Finance,HR,Consultant,5,27,18,3,5,12,194658.0,21,8,3,4,9,16,24,6,88,5.0,4,4,2,82,5.0,15,9,190,1.3187025202824023,-0.09512040632717494,22,0
131,49,Male,Single,Bachelor,Business,Sales,Analyst,3,34,5,0,8,13,177776.0,25,28,0,3,4,18,2,11,28,5.0,4,4,1,23,5.0,3,4,270,-0.3554757620650208,1.053903816029233,40,0
132,56,Male,Married,High School,HR,Finance,Manager,4,9,15,7,1,12,106010.0,19,34,0,1,7,15,0,17,11,3.0,4,2,2,47,2.0,16,3,166,1.671571138059709,0.9060884153018155,51,0
133,49,Male,Single,Master,IT,Sales,Analyst,4,37,10,1,1,4,159277.0,14,26,2,3,0,13,26,6,81,3.0,5,3,1,93,4.0,13,7,203,0.4666635789912792,0.1936228151301634,16,0
134,21,Male,Married,Bachelor,Engineering,Operations,Executive,5,31,0,7,6,10,114371.0,8,9,0,1,0,9,10,15,35,3.0,1,5,1,92,1.0,5,14,229,0.946550693178153,0.06750294509359842,33,0
135,47,Male,Married,Master,Marketing,Sales,Analyst,3,33,7,7,3,4,147573.0,17,17,0,4,9,1,10,19,37,3.0,1,3,5,43,,23,9,226,0.5395982146144098,1.0143118074253634,1,0
136,54,Female,Single,Master,Business,HR,Consultant,3,23,3,7,0,13,35344.0,5,10,2,5,9,11,22,7,17,2.0,4,4,5,96,3.0,12,18,284,0.3309526315122631,1.5176853264321515,48,0
137,40,Female,Divorced,Master,Business,HR,Engineer,2,1,17,5,5,5,109932.0,19,5,1,5,4,3,25,11,51,5.0,1,5,2,34,5.0,4,6,243,-0.138466183435217,-0.39433996827930046,11,0
138,56,Female,Single,Bachelor,Engineering,Finance,Analyst,1,3,2,7,8,0,149530.0,28,26,2,1,11,12,21,18,53,3.0,4,2,4,89,1.0,10,6,305,0.07914893280424413,0.7329471787212272,17,0
139,32,Male,Single,Bachelor,Finance,Sales,Analyst,2,0,12,3,9,13,90608.0,9,28,3,5,5,4,20,12,35,2.0,3,4,1,49,2.0,20,11,152,-1.9383250204376625,1.0796518176359708,33,1
140,46,Female,Single,Bachelor,Finance,HR,Analyst,2,21,5,5,5,5,119205.0,10,17,3,4,1,11,29,6,11,4.0,3,4,5,38,2.0,7,18,309,-0.26303899518125495,-1.0496346567462442,18,0
141,53,Male,Married,PhD,Marketing,IT,Executive,2,10,2,1,5,4,156647.0,11,10,2,5,1,5,9,3,31,1.0,2,1,1,32,,13,4,141,0.46785386586582045,-0.8003698075286731,40,0
142,30,Male,Married,Master,Engineering,HR,Analyst,1,10,13,6,3,8,82103.0,12,1,2,2,0,10,6,19,81,5.0,4,4,3,44,,15,7,238,1.4367662335728646,0.714705497642764,3,1
143,49,Male,Married,High School,Business,Operations,Manager,3,13,6,0,0,12,84963.0,16,34,2,5,9,6,29,4,29,3.0,2,4,4,67,,7,10,282,0.7953378101493601,0.8134461678376139,31,0
144,24,Male,Married,High School,Engineering,IT,Consultant,3,26,17,8,6,3,167059.0,19,17,3,1,5,8,29,9,24,4.0,2,1,5,25,4.0,20,15,314,0.10927138797880273,0.8313638356006334,44,0
145,39,Female,Single,Bachelor,IT,Sales,Manager,4,32,3,9,3,5,69218.0,7,14,2,1,0,11,13,8,35,5.0,5,2,4,6,4.0,5,18,310,-1.1278048049316232,0.9483633215940773,21,0
146,45,Male,Single,Master,Business,Finance,Manager,4,27,12,1,8,14,,26,1,3,5,6,16,6,12,78,5.0,4,5,4,59,5.0,24,6,219,-0.9027147614811849,1.3118348292207476,52,0
147,19,Male,Single,Bachelor,Marketing,IT,Executive,5,22,10,6,3,6,82298.0,13,7,3,5,6,5,6,5,95,4.0,1,1,4,36,5.0,20,9,144,-1.3543181744772197,1.094743769499437,45,0
148,59,Female,Married,Master,Marketing,HR,Analyst,5,8,9,5,8,12,60404.0,15,14,3,4,12,17,12,4,88,3.0,3,2,2,56,5.0,23,5,199,-0.07475347128839749,-1.1982934502658458,47,1
149,23,Female,Married,Master,Business,Finance,Consultant,5,17,15,1,0,1,106803.0,24,29,1,2,13,6,16,11,3,4.0,1,5,1,10,1.0,7,14,234,0.9616605360213102,-0.6170376478695041,9,1
150,45,Female,Single,Bachelor,Finance,Finance,Consultant,4,23,10,5,9,5,124514.0,16,9,0,5,8,1,22,14,58,5.0,1,4,3,60,1.0,11,13,319,-0.2532859959298634,-1.3883010055430332,6,0
151,45,Male,Single,Bachelor,Business,Finance,Consultant,4,26,13,2,3,4,187250.0,12,19,2,2,10,17,13,9,41,1.0,4,1,2,77,2.0,18,11,265,-1.220338708271987,0.5912652502345724,26,0
152,37,Female,Single,Master,Business,Finance,Analyst,2,34,7,0,1,7,67399.0,18,26,0,1,8,8,17,4,28,2.0,4,4,4,22,3.0,23,1,304,2.34919376745802,-0.8855431343828143,11,0
153,47,Male,Married,Bachelor,IT,Sales,Consultant,3,3,7,8,5,11,153091.0,20,5,0,4,11,2,28,16,77,2.0,2,3,3,19,,10,19,285,0.337025958390776,-0.09446917861938287,41,0
154,28,Male,Single,Bachelor,Business,Sales,Consultant,4,21,5,6,8,14,48797.0,7,20,3,5,14,8,12,15,42,3.0,5,2,1,71,,23,2,300,1.6338418964233625,0.41966990724409037,50,0
155,45,Female,Single,Bachelor,HR,Sales,Engineer,1,10,0,8,1,12,142880.0,5,3,0,3,4,3,1,6,46,3.0,1,3,4,25,1.0,20,10,172,-1.651840472955367,-1.1684532396886123,35,1
156,42,Female,Single,Bachelor,HR,HR,Engineer,2,6,5,9,1,13,184361.0,22,10,2,3,8,14,14,17,33,4.0,1,1,3,32,2.0,8,17,281,-0.10927466292244013,-1.0170155133745051,13,0
157,56,Female,Married,Master,Engineering,Sales,Consultant,1,36,13,3,0,5,138045.0,17,20,2,1,1,13,9,3,85,2.0,2,2,4,52,4.0,12,11,268,0.9136859470697525,0.5157623366935986,44,0
158,50,Male,Married,Bachelor,Engineering,Finance,Manager,1,33,5,6,8,3,57148.0,16,4,0,1,5,10,2,3,31,3.0,3,1,2,79,3.0,11,4,155,1.588840590709038,-0.7057905211720208,22,0
159,18,Male,Married,Bachelor,Marketing,IT,Analyst,3,11,14,1,0,14,39458.0,9,22,0,3,2,6,5,12,42,2.0,2,1,5,74,5.0,23,13,136,-0.388858802385556,0.6401710834302372,27,0
160,44,Male,Married,Master,Finance,IT,Manager,1,3,17,0,1,0,37643.0,11,32,2,3,0,13,15,15,92,3.0,4,5,2,99,3.0,22,12,235,0.04992107986807461,-1.8823132598336871,45,0
161,30,Male,Married,Bachelor,Marketing,IT,Manager,1,1,14,7,4,2,146556.0,10,12,0,2,4,6,19,16,70,,4,3,4,39,1.0,7,19,245,-0.9988940215995894,-1.4958315347495414,40,0
162,58,Male,Divorced,Bachelor,IT,IT,Analyst,1,0,11,6,6,2,37348.0,13,5,2,1,10,11,19,9,15,3.0,3,2,5,27,4.0,13,13,293,0.20037348974092456,-0.6289541965457043,1,0
163,20,Male,Single,Master,Business,IT,Analyst,1,17,10,4,8,8,22091.0,8,5,1,3,2,3,13,6,82,5.0,5,2,5,27,2.0,11,17,256,1.3613085811320667,-0.2416228953965745,42,1
164,56,Female,Married,Master,Marketing,Operations,Executive,2,22,1,9,0,5,27756.0,27,0,2,3,9,18,2,15,19,5.0,2,2,5,35,5.0,20,18,237,-0.5332489584391603,-1.842252217310763,34,0
165,23,Male,Married,Bachelor,Business,IT,Executive,2,33,1,3,7,6,171953.0,8,31,1,4,1,19,13,5,62,3.0,5,1,5,48,,13,10,173,-0.28375774983380825,0.9894886301326679,23,0
166,25,Female,Single,Bachelor,Marketing,IT,Executive,3,3,11,1,0,12,,7,33,1,3,12,5,8,3,97,1.0,2,4,1,59,5.0,14,16,146,-0.2825293389157339,-2.1244053382629215,1,0
167,44,Female,Married,Master,Business,IT,Consultant,3,18,5,5,8,6,128103.0,10,35,0,3,2,3,25,10,98,5.0,2,3,4,84,2.0,14,14,273,0.6861481007513953,1.7162749480816755,0,0
168,26,Female,Single,Bachelor,Marketing,HR,Consultant,1,39,5,4,9,1,104902.0,15,34,3,3,4,14,4,13,67,2.0,2,3,2,99,5.0,21,8,137,0.21590764781297994,-0.7638041237666612,53,0
169,54,Female,Single,Bachelor,HR,Operations,Consultant,5,39,11,9,1,1,,9,23,3,5,12,14,0,15,49,1.0,4,2,1,43,1.0,19,11,292,1.175725503310336,-0.7658667195713655,55,0
170,50,Female,Single,High School,HR,IT,Executive,1,8,3,8,2,11,121647.0,15,36,0,3,8,7,11,10,15,4.0,5,5,5,43,2.0,23,19,294,-0.9410022749712095,1.131389099865845,12,0
171,59,Male,Single,High School,HR,Sales,Analyst,1,22,6,9,9,4,48653.0,12,36,3,1,11,19,29,13,75,1.0,4,4,3,75,2.0,12,5,289,1.3361787650112062,1.5489500027276337,50,0
172,41,Male,Married,Master,Engineering,HR,Consultant,3,12,11,1,3,13,28435.0,18,27,0,5,5,16,21,12,91,5.0,1,4,3,35,2.0,23,3,197,-0.2580873884899595,-1.1490237934726357,42,0
173,32,Male,Married,Bachelor,IT,Operations,Analyst,4,0,8,4,2,11,131203.0,22,5,0,5,0,11,12,0,31,5.0,5,3,5,61,4.0,21,12,200,0.7894857235590335,-0.5825197959046605,17,0
174,49,Male,Married,Master,Marketing,Sales,Executive,3,11,6,2,1,12,70239.0,24,37,1,4,9,6,27,6,95,3.0,1,4,2,87,3.0,10,18,151,-0.9304976244169163,-1.3512629382725014,16,0
175,49,Female,Married,Bachelor,Engineering,Sales,Analyst,2,9,15,4,4,12,33315.0,28,28,3,5,9,18,6,6,46,2.0,1,4,1,91,4.0,13,3,138,0.8945369945856212,-0.9695866273959443,54,0
176,41,Female,Single,Bachelor,Finance,HR,Consultant,3,26,14,4,1,12,91284.0,5,10,3,3,3,8,9,16,96,4.0,2,3,2,82,4.0,13,10,144,0.015143248356819908,-0.75351776142724,22,0
177,58,Female,Married,Master,Marketing,Sales,Analyst,4,18,2,4,1,1,124825.0,14,9,2,4,12,9,9,14,92,,1,5,4,19,3.0,13,9,266,-0.8571062668227192,-1.2845337348289627,45,1
178,29,Male,Married,Bachelor,Business,Finance,Executive,1,39,5,7,7,3,197614.0,23,26,0,4,6,15,20,8,86,5.0,3,2,1,64,5.0,20,19,199,0.5446855235808562,0.5677015284442157,3,0
179,56,Male,Single,Bachelor,IT,HR,Consultant,4,31,13,4,1,0,184292.0,11,17,1,2,3,5,19,19,23,5.0,5,3,5,3,2.0,2,5,150,-1.6522154165241374,1.6464197671197123,58,0
180,19,Male,Married,High School,Engineering,HR,Consultant,3,21,7,5,7,8,149143.0,17,3,1,5,2,6,27,9,55,5.0,4,4,1,88,3.0,11,10,157,-1.3062392411067858,0.20799373617931272,21,0
181,20,Male,Married,Bachelor,Engineering,Finance,Executive,5,24,3,0,7,10,96430.0,20,5,1,4,2,12,12,6,34,5.0,4,3,1,28,3.0,6,16,311,0.8712425769377813,0.3538434853535281,12,0
182,54,Female,Married,High School,IT,HR,Manager,2,10,12,3,0,7,142067.0,22,31,1,2,12,12,21,4,26,5.0,4,4,1,44,4.0,8,17,267,-1.5557966448091607,-0.7400132597849255,41,1
183,34,Female,Single,Bachelor,Marketing,Sales,Engineer,4,10,4,1,4,1,76658.0,27,38,2,4,10,10,20,8,70,5.0,4,3,2,50,,7,12,282,-0.9701433670217863,0.5600901360918702,22,0
184,19,Male,Single,Master,Business,Sales,Executive,3,25,19,1,8,8,81250.0,10,35,3,5,3,4,7,3,23,1.0,2,5,2,12,2.0,22,10,282,0.23626293350861333,0.7136925917128927,26,0
185,19,Male,Married,Bachelor,Finance,Sales,Analyst,1,15,17,0,7,6,49371.0,11,22,3,5,12,3,12,3,98,1.0,1,4,5,15,1.0,14,5,174,-0.23230193771231955,0.19942178374318037,54,0
186,45,Female,Divorced,Master,Marketing,Finance,Manager,3,28,10,5,9,8,,28,27,3,1,7,19,25,3,96,1.0,1,2,2,24,2.0,13,3,247,0.7604372492518717,-1.2960498110070946,32,0
187,40,Female,Single,Bachelor,IT,Sales,Executive,1,29,4,2,8,3,166421.0,26,32,1,3,0,2,14,0,80,1.0,1,1,4,93,2.0,6,15,233,-0.6226628401477025,-0.5135563286036945,47,0
188,54,Female,Divorced,Bachelor,Marketing,Finance,Engineer,5,10,16,1,2,10,83197.0,20,24,3,3,12,18,11,17,10,5.0,4,4,2,1,3.0,14,14,219,1.2696295667210362,-1.6612333881842676,6,0
189,49,Female,Single,High School,Marketing,Finance,Consultant,2,0,1,7,1,14,150080.0,10,22,2,3,2,8,1,18,5,1.0,2,3,5,17,4.0,13,8,177,1.233072343404345,0.5097493578113528,46,0
190,50,Male,Single,Bachelor,IT,Finance,Engineer,4,5,4,4,0,3,,15,24,1,1,4,14,23,5,97,5.0,1,2,3,17,,5,15,299,-0.8393773027118268,0.9452281401217616,57,0
191,18,Female,Married,Bachelor,IT,HR,Engineer,3,12,7,9,7,14,92960.0,11,23,0,1,11,9,2,10,87,5.0,1,1,4,48,4.0,13,7,272,-0.4766664767429358,0.8229828285281556,9,0
192,36,Female,Married,High School,Finance,Operations,Executive,3,26,5,0,7,1,104544.0,22,22,1,2,0,6,24,10,98,3.0,4,4,5,66,4.0,16,3,210,0.4147033083395012,2.525643587884868,0,0
193,19,Female,Single,Master,IT,Finance,Consultant,4,34,7,0,7,11,112313.0,7,33,2,3,0,14,18,19,46,1.0,5,3,5,44,2.0,7,18,169,-0.26466901802340376,-0.037773307275972154,14,0
194,43,Female,Single,Bachelor,IT,Sales,Consultant,1,32,1,1,2,4,121290.0,21,27,0,2,7,15,16,5,5,5.0,3,5,3,38,3.0,14,4,189,-0.6449996912966134,0.08994663595743907,26,0
195,49,Male,Married,Bachelor,IT,Finance,Engineer,2,13,7,2,0,13,101434.0,28,37,3,2,13,5,11,9,37,4.0,1,4,2,54,2.0,13,19,123,-0.2613349295573272,-0.12519095334528535,48,0
196,23,Male,Divorced,Bachelor,Engineering,IT,Executive,5,21,6,1,8,11,194009.0,20,16,1,4,8,15,9,14,50,,4,5,1,71,3.0,22,1,235,-1.8491483548463366,-0.6937364433692739,34,0
197,49,Male,Single,PhD,IT,HR,Consultant,4,20,7,1,6,1,112981.0,23,30,3,3,7,3,17,18,9,5.0,1,1,3,14,3.0,15,4,203,-0.42646220949563823,-0.5201031954859624,52,0
198,21,Male,Single,High School,IT,Sales,Consultant,2,1,17,4,5,6,75341.0,23,16,0,1,8,0,5,1,18,3.0,1,1,2,49,1.0,13,3,256,-0.5416533290277156,0.2095452827542592,40,0
199,28,Male,Married,Bachelor,IT,HR,Analyst,3,4,6,6,6,10,51000.0,15,17,2,2,14,3,13,7,68,3.0,5,1,3,9,4.0,9,11,312,0.19365197072824894,1.925369089580105,40,0
200,34,Male,Married,Bachelor,Finance,HR,Engineer,2,14,14,0,5,3,131634.0,5,29,0,3,13,14,18,2,61,5.0,4,1,4,33,1.0,2,18,222,0.060675496514323815,0.3760961585671545,1,1
201,55,Female,Single,High School,Marketing,IT,Manager,5,19,8,0,3,8,64680.0,26,8,3,5,1,11,16,17,0,2.0,1,2,2,9,5.0,23,7,271,-1.2740620615174874,0.5177614055034986,38,0
202,41,Female,Divorced,Bachelor,IT,Finance,Engineer,2,25,13,1,1,6,149262.0,18,22,0,3,5,12,11,6,9,2.0,4,4,4,18,2.0,6,4,122,-1.2194905787107702,-1.4422405326910877,1,0
203,22,Female,Single,Bachelor,IT,Sales,Executive,3,23,12,1,0,1,119229.0,23,38,3,2,14,8,28,9,47,2.0,3,5,5,15,,3,11,265,0.583436730097569,0.9979522113052222,22,0
204,51,Female,Married,High School,Finance,Operations,Consultant,5,34,2,0,8,7,90060.0,15,23,3,5,12,3,15,19,25,1.0,4,4,5,68,2.0,14,10,176,0.3849804332420973,0.4671181460015809,20,0
205,23,Male,Married,Bachelor,Marketing,HR,Consultant,5,23,5,8,1,8,35030.0,24,35,3,3,2,7,6,14,72,,3,1,3,68,,4,12,226,-0.42185253037246717,-1.585536922890174,23,0
206,39,Female,Married,Master,Finance,Operations,Analyst,5,25,3,9,5,5,43690.0,21,13,1,5,13,9,26,11,92,2.0,4,2,4,9,3.0,8,2,174,-0.06451680495657595,-0.5827572615884744,16,0
207,28,Male,Single,High School,HR,Operations,Consultant,3,21,17,6,7,3,122288.0,6,33,3,2,3,1,5,8,70,3.0,4,4,2,64,2.0,16,12,281,-0.00041876536872775,0.18565353464127762,18,1
208,33,Female,Married,Bachelor,Business,Finance,Consultant,1,26,10,9,6,5,35844.0,21,11,3,4,3,7,25,10,59,1.0,1,4,1,37,5.0,20,15,172,-0.08806753143767082,0.9605423390441216,26,1
209,50,Female,Divorced,Bachelor,Business,Operations,Manager,3,18,6,6,8,2,26969.0,10,8,1,3,5,3,3,17,63,1.0,1,3,2,24,2.0,13,13,304,-0.6727836360845261,-0.7885422849822422,56,0
210,26,Female,Married,Bachelor,Business,Sales,Engineer,1,36,14,5,8,13,166459.0,20,3,1,4,11,3,14,2,75,4.0,3,5,4,17,2.0,23,13,311,0.7466232453485627,1.0276164023926373,33,0
211,23,Male,Married,Bachelor,IT,Finance,Consultant,1,35,10,5,3,10,81165.0,13,7,1,5,2,15,21,5,71,3.0,2,5,4,54,4.0,2,6,293,-0.46132808439556877,-1.4574880193804487,55,0
212,33,Female,Single,Bachelor,Finance,Operations,Executive,3,28,18,5,8,3,69249.0,13,0,3,3,1,11,24,18,82,5.0,5,3,5,26,4.0,17,11,242,0.113171115098326,0.28078836661312767,4,0
213,46,Male,Married,Bachelor,IT,Finance,Manager,2,39,8,1,9,9,177004.0,27,11,0,1,10,15,9,16,80,1.0,4,5,2,15,5.0,16,10,247,1.0773625248917127,-1.3728047535784862,48,0
214,20,Male,Divorced,High School,Business,Sales,Manager,3,38,5,9,1,6,185545.0,14,9,1,4,3,19,20,9,18,1.0,5,2,3,4,1.0,3,13,297,-1.3015144305743722,1.8817654512426696,34,0
215,37,Female,Married,Master,Marketing,HR,Analyst,5,11,6,6,0,4,23705.0,14,17,3,4,5,2,15,7,82,2.0,3,4,3,34,4.0,3,12,142,1.1366614067988354,-0.6926147005259061,27,0
216,53,Male,Married,Bachelor,Marketing,IT,Executive,2,15,7,3,5,6,124421.0,10,4,3,5,4,2,4,1,32,2.0,5,1,4,22,2.0,8,10,150,-0.8687027455030114,-0.15221230273506553,42,0
217,36,Male,Divorced,Bachelor,HR,Finance,Manager,4,30,11,1,3,11,51042.0,5,21,3,2,14,8,18,14,26,4.0,4,5,1,32,3.0,16,1,303,-0.0015520124815168452,-0.9381641723544583,28,0
218,43,Female,Single,Bachelor,Finance,IT,Engineer,4,14,18,8,3,7,181042.0,7,30,0,1,7,10,26,17,86,1.0,2,1,5,32,1.0,16,14,260,-1.4882822837983327,-1.2799967916137316,26,0
219,20,Female,Married,High School,HR,HR,Executive,4,32,13,6,9,7,132388.0,11,21,2,2,6,4,18,10,23,2.0,5,5,5,52,2.0,2,18,306,-1.463136184181974,1.2315454622229554,57,0
220,36,Female,Married,Bachelor,Marketing,Sales,Engineer,5,14,19,5,9,11,,25,35,1,3,14,17,2,14,48,5.0,3,2,3,100,3.0,20,3,210,-0.7822897719652587,-0.20724443305925436,50,0
221,37,Female,Married,Bachelor,Business,HR,Analyst,5,31,19,4,0,10,48978.0,13,9,0,2,6,3,28,10,53,3.0,4,4,2,63,3.0,14,4,289,0.7767587502698248,-0.24229487162422542,15,0
222,49,Female,Married,High School,HR,IT,Analyst,1,21,6,9,5,3,42697.0,18,2,3,4,0,12,6,12,39,3.0,3,2,2,21,2.0,23,5,154,-1.728240701220361,0.1671197246480199,33,0
223,24,Female,Married,Bachelor,HR,Sales,Consultant,5,5,1,2,2,3,122186.0,19,14,1,1,3,13,3,3,73,5.0,4,4,4,64,1.0,4,18,224,0.413349563197122,0.7697491601803169,4,0
224,58,Male,Single,Bachelor,HR,Operations,Engineer,1,29,10,0,6,10,189440.0,27,29,0,3,2,5,29,2,25,5.0,2,5,5,36,3.0,17,17,297,-0.36440248023404986,0.7396633259943447,24,1
225,50,Female,Single,Master,Finance,Operations,Engineer,4,16,10,4,0,2,140136.0,23,13,1,3,11,2,7,8,73,5.0,5,1,2,28,1.0,14,3,269,2.262178736438572,0.17438965005225215,30,0
226,57,Female,Single,Bachelor,Finance,Finance,Analyst,3,1,7,3,7,1,150882.0,14,16,0,4,6,3,27,7,80,3.0,4,5,1,27,1.0,22,1,217,-1.0295703482941652,-0.7382882174928543,13,1
227,56,Male,Married,High School,Business,Operations,Engineer,3,15,5,8,8,0,162356.0,20,3,2,2,6,5,23,15,7,1.0,1,3,2,51,1.0,21,19,149,-0.5211432920966445,0.08210972486200033,9,0
228,35,Female,Single,Bachelor,Business,IT,Executive,5,11,10,5,3,3,158562.0,5,9,3,3,13,14,28,6,24,5.0,2,3,5,39,4.0,13,14,310,0.019727084631447355,0.42597076294130526,14,0
229,57,Male,Single,Bachelor,Business,Operations,Consultant,4,11,10,6,4,4,161578.0,11,4,0,3,3,16,0,18,44,4.0,5,5,2,75,3.0,21,3,291,-0.6936173321041453,-0.8617060111597812,29,0
230,18,Female,Married,High School,HR,Finance,Consultant,4,38,4,2,7,4,155870.0,15,28,1,3,0,8,15,16,74,4.0,1,5,5,100,3.0,7,3,192,-1.268398822176055,-1.4903045529945016,7,1
231,28,Female,Married,Bachelor,Business,Sales,Executive,1,16,9,6,4,3,163049.0,28,36,1,1,9,12,18,5,78,,5,4,5,34,5.0,21,15,136,0.008611184069986438,0.5289200886534663,48,0
232,45,Male,Divorced,Bachelor,Finance,Operations,Manager,1,5,0,8,9,3,157082.0,19,5,3,4,11,18,26,14,53,3.0,2,1,5,65,5.0,11,5,135,-1.638440413114245,0.7614935205416261,24,0
233,42,Female,Divorced,Bachelor,Marketing,Finance,Engineer,4,25,6,8,3,13,29531.0,17,13,1,3,6,6,25,4,49,1.0,3,3,4,36,3.0,14,6,219,-0.5058940246895761,-0.052344636873502666,59,0
234,40,Male,Married,Bachelor,Business,Operations,Manager,5,0,3,8,4,10,,23,16,3,1,11,9,13,19,2,3.0,4,5,5,23,1.0,8,13,289,-0.25193489947770475,1.4528502545558208,30,0
235,48,Female,Single,High School,Engineering,Operations,Manager,5,15,12,0,1,1,159313.0,15,38,1,1,0,10,20,2,48,4.0,1,5,3,51,1.0,18,12,121,-1.2644989452287092,-0.0508287245270418,28,0
236,47,Female,Married,Master,Finance,IT,Engineer,4,39,19,0,9,14,67743.0,17,30,0,5,7,17,17,1,53,5.0,4,2,4,26,3.0,8,19,215,0.01601454293621336,-0.35617309843727324,40,1
237,59,Male,Single,PhD,IT,Finance,Analyst,3,15,14,1,1,7,130662.0,12,32,0,3,0,11,9,7,67,1.0,3,5,5,26,3.0,9,17,156,-0.8561186708227873,1.3408840402673725,17,0
238,52,Female,Married,Bachelor,Marketing,Finance,Engineer,3,15,15,7,0,1,105648.0,26,32,3,5,2,9,26,11,21,3.0,3,4,5,37,3.0,20,8,154,0.7972112099914459,0.4095714268891318,43,0
239,24,Female,Married,Bachelor,Finance,HR,Analyst,1,38,2,7,3,10,195328.0,14,16,1,5,5,5,17,13,39,1.0,5,5,4,12,4.0,11,19,171,-0.760121441000218,0.8385424700669384,54,0
240,33,Male,Married,Master,Business,HR,Executive,4,28,2,0,9,4,123406.0,20,29,1,1,2,11,21,16,82,2.0,4,1,4,62,2.0,22,11,234,1.9107480354182065,0.4259590033880249,33,0
241,43,Female,Married,Bachelor,HR,Finance,Analyst,3,25,7,5,7,8,85054.0,21,35,1,3,11,19,7,12,88,3.0,3,4,1,94,3.0,9,18,181,0.8395488484280588,-1.6340452459199806,25,0
242,19,Male,Single,Master,Engineering,IT,Manager,5,29,15,9,9,12,117690.0,21,10,3,1,9,16,3,9,4,3.0,3,5,1,86,5.0,3,12,252,-0.6112267699550741,1.249855759416683,10,1
243,18,Female,Married,Bachelor,IT,Operations,Manager,2,32,1,2,9,4,,17,4,2,2,4,9,19,2,17,2.0,5,3,1,38,2.0,14,8,159,0.8313618180202337,-0.7237451126544266,32,1
244,29,Male,Single,Bachelor,Marketing,Sales,Manager,2,19,6,0,9,0,25231.0,17,36,2,3,1,15,11,15,69,3.0,5,1,5,58,3.0,18,17,301,0.6094008232921295,0.9658754874811225,47,0
245,22,Female,Divorced,Bachelor,Business,Operations,Analyst,4,36,0,4,9,8,132473.0,19,1,3,2,7,13,15,11,16,2.0,5,2,1,29,5.0,10,2,308,-1.0545501380832358,-1.4019865047589,44,0
246,54,Male,Married,Bachelor,Finance,Sales,Manager,1,12,8,1,1,9,53937.0,16,14,0,2,0,13,27,16,81,4.0,1,3,2,36,2.0,4,8,319,3.034072648183305,0.34886252474649954,3,1
247,49,Male,Married,Bachelor,Finance,IT,Consultant,2,7,8,5,6,8,87179.0,15,12,2,4,5,0,7,19,59,5.0,3,2,4,67,2.0,13,16,232,-0.5958274381726036,-0.6404194981773313,12,0
248,26,Female,Divorced,High School,Marketing,HR,Engineer,5,31,17,3,7,10,85608.0,5,33,3,2,11,1,11,18,37,4.0,5,3,4,74,3.0,21,8,235,-0.09184426223583735,1.0175566058857566,47,0
249,58,Female,Married,Bachelor,Engineering,Finance,Manager,5,17,11,7,9,0,101499.0,7,2,2,2,8,15,19,0,8,1.0,1,3,1,77,2.0,16,5,127,0.8775980826973864,-0.36625369136171326,7,0
250,52,Male,Single,Bachelor,HR,IT,Analyst,5,10,11,0,0,12,88566.0,22,35,3,5,4,16,9,13,50,1.0,5,3,4,55,3.0,3,19,223,0.4969630668893428,0.39247989472888045,57,0
251,36,Female,Single,Bachelor,Business,Sales,Manager,2,37,4,6,2,2,53817.0,16,37,0,3,9,15,14,9,73,4.0,1,4,2,90,2.0,10,4,272,-1.0926940524257676,0.09664144435926067,48,1
252,33,Male,Married,Master,Marketing,Finance,Analyst,3,13,10,9,5,8,194548.0,5,31,0,2,3,10,5,13,99,2.0,4,3,4,31,2.0,14,13,205,0.8740077307673884,-0.8162389844799094,22,0
253,20,Female,Married,Bachelor,Marketing,Sales,Engineer,5,39,3,5,6,1,178068.0,26,11,3,5,8,16,27,15,38,5.0,3,5,3,41,1.0,16,10,131,0.12421932422996297,0.4864200138139183,0,0
254,37,Female,Married,Bachelor,Finance,Operations,Analyst,1,32,15,8,4,1,46735.0,24,18,0,1,0,4,18,5,62,1.0,5,5,2,97,3.0,17,17,158,0.028979607879598118,0.28642654215598495,18,0
